label,GAERS,GAERS,GAERS,GAERS,GAERS,GAERS,GAERS,GAERS,NEC,NEC,NEC,NEC,NEC,NEC
name,PCE_101_GAERS_590_Cortex,PCE_102_GAERS_628_Cortex,PCE_103_GAERS_614_Cortex,PCE_104_GAERS_629_Cortex,PCE_105_GAERS_630_Cortex,PCE_106_GAERS_602_Cortex,PCE_128_GAERS_625_Cortex,PCE_130_GAERS_601_Cortex,PCE_107_NEC_601_Cortex,PCE_108_NEC_687_Cortex,PCE_109_NEC_602_Cortex,PCE_110_NEC_603_Cortex,PCE_111_NEC_688_Cortex,PCE_112_NEC_604_Cortex
C12H10ClN3O,0,0,358581,508705,299442,233447,1144220,351856,685332,0,1021819,825223,576677,367982
C10H17NO6,345056,464355,338688,380744,494469,403008,395169,341058,412671,577289,406784,372598,394141,530659
C11H21NO5,6519450,6287563,3891712,4672288,5739840,4110528,5313855,5441291,4539490,5053052,3716864,5016064,7706127,5045188
C8H13N2O5P,168938,262709,214786,188483,334354,168406,198587,177690,147695,399974,152397,165654,195990,187280
C10H19NO2S2,1165997,1018634,1387273,921789,1072888,691208,1294083,2023339,1807210,1098710,1738333,1651220,1083083,1392427
C9H16N2O5 - 3C,228486,233941,167130,241651,386276,349192,253037,193323,218209,296113,289563,238548,249211,246032
C8H10O7S,165475,187242,150411,185732,401476,158657,176208,197763,180230,166210,132368,130361,124391,182006
C8H14N2O5S,108465,116857,97406,121046,110567,95864,80048,106987,109513,125882,82338,79733,95385,115458
C10H13N5O3,276225,283118,368939,255831,253150,293106,270782,256967,156293,269573,193119,166400,156841,215538
C11H18N4O3,1557721,1745646,1258362,1844313,1870185,1470446,1333690,1344476,3177375,3364189,3151281,3588877,2652036,3685550
C16H30O2,3534465,2698733,5093816,4408012,2266854,2043380,9803189,3020886,3044653,3496183,2667911,6214367,1617830,2694560
C16H33NO,837725,98254,98172,97063,91156,101119,93308,92124,97624,93192,93437,90601,103115,97068
C6H8O9S,294291,295564,204776,276582,324883,254357,231640,238598,160448,155143,127234,133467,130339,194664
C11H16N2O5,670869,513580,670366,639871,679140,553154,667188,747171,449584,427208,404262,382354,458158,613911
C16H32O2,84580656,71790696,93810856,95010712,61163248,54743820,100000232,71209912,66519604,70937480,86950392,118999560,41050704,84372912
C10H15N3O5,144150,138325,108936,115905,103674,110363,128981,130516,27946,29680,23456,30054,27939,27633
C8H20NO6P,468232064,561002944,479760576,543363520,622169344,507224576,506920736,511995776,422586592,569119168,359804128,345499648,476500736,509470784
C10H14N2O6,164133,260938,200883,187768,139812,149318,176304,207300,448785,439457,262083,281333,350451,443961
C14H18N4O,119305,109142,115594,123367,130945,138311,128659,113028,126049,139466,126094,124852,123119,137244
C12H25N3O3,1006513,1138276,845894,865531,868524,875973,817609,819466,1515228,1751480,1006625,1389906,1189552,1626332
C6H13O9P,838999,891078,515823,703955,612221,631084,729901,765905,624471,641420,481185,390426,470246,602768
C6H13O9P - 1A,455037,446081,425143,356526,379980,511074,380575,481990,623428,540152,418381,625788,569434,634138
C6H13O6PS,564086,604719,515623,681663,785574,579637,522554,449392,749053,538356,710496,824921,577942,658002
C9H15N3O6,106790,89959,51729,74170,72221,59824,70897,80560,68862,85955,55833,47175,50365,77334
C9H15N3O6 - 1A,603502,563187,501390,832716,754122,537313,657041,471578,527424,563223,279311,364153,576369,515153
C11H19NO6,558961,637125,356328,429694,602401,391922,472137,488239,579308,678619,391419,478140,519499,596801
C15H19NO3,270601,304327,339596,265119,233310,228891,251991,260052,262234,213894,338777,321106,227781,245454
C18H30,261754,246106,188491,233982,362907,330182,192009,256052,277448,312539,329550,264289,317727,447667
C9H12O7S,136373,155996,102110,133799,201595,118794,117407,127470,106392,130501,69715,78917,96597,133420
C12H16N4OS,126148,127422,98839,122601,115378,121673,121550,113346,112025,154896,90946,95622,118311,130437
C10H11N5O4,116156,58540,59933,80281,35791,30997,73474,88034,47850,80760,26394,32497,33188,57071
C12H26O4S,1131156,2271691,1503538,1174201,1149720,1105193,5320863,1407030,2103160,1794335,2033034,2381601,1179102,1582503
C12H27O4P,1140205,1410326,2093580,3314366,4393353,1571382,2386663,1971493,3891587,1536803,2549196,3426798,3736110,3429197
C9H17NO8,164594,147739,105194,157753,121498,118850,127824,156471,97702,150649,68839,67692,86198,140414
C10H13N5O4,984403584,785610880,952588800,825713216,690343872,751998912,805158464,945421696,717171840,872177472,776628224,659011072,574133568,818243520
C10H12N4O5,43801236,26380294,24364972,19575324,25910746,18475090,22876866,36576604,36092228,32389564,21707056,23466796,15879102,26887276
C17H32O2,488571,192935,547835,478770,149080,146133,2304032,227943,400232,471649,309976,1101664,291479,460558
C11H11NO6,385813,355067,309720,293735,301408,262104,294040,298112,277767,429118,229094,226753,245785,357302
C17H34O2,1110326,1158212,3378657,1410093,1073837,1006652,2995698,1034609,1617931,1260639,1222859,2487366,744211,1452116
C9H17NO7,209586,200660,166337,210226,182158,181161,163302,200484,167415,226054,123871,111438,160772,166736
C7H15O9P,376722,132142,452037,132419,69352,73189,92934,182849,43785,170825,45789,80732,43642,68518
C10H17N3O6,3444013,2226179,2831583,2129961,2251449,2340341,1809124,2370985,2396476,3741149,2113846,1718294,945400,3586185
C12H21NO6,478199,511071,307045,281269,402308,371102,338663,332806,228704,347087,244528,214115,240394,288579
C11H21N3O5,136477,96848,54480,105929,60529,60638,76638,99362,42234,75349,34556,33485,53204,71002
C13H25NO5,115504,121480,75767,78071,124275,83620,86797,93201,76115,95557,79817,70471,103348,88450
C10H16N2O7,1369545,610181,820956,702870,655778,685371,508193,1009637,704876,1219941,593893,428268,203909,1132188
C11H20N2O6,759043,946457,528093,717812,781452,698484,703702,715535,429178,830201,361148,328329,444841,603199
C11H13NO6,157116,157602,137096,140951,167158,151501,131090,158794,130616,165278,109019,91220,120981,203087
C12H15N5O3,91436,88486,54162,82778,92346,53149,70288,69729,83578,82792,63636,63429,62960,90690
C6H16O8P2,77831,47430,31852,42912,24363,33602,39115,55877,20597,46529,14935,6888,12866,38976
C16H22O4,1267059,1050760,1202312,1041298,942044,956091,1379306,1001946,1440138,796126,1640325,2570227,1415761,1335315
C18H33NO,724002,526755,714969,693767,559588,567699,806680,607096,730491,646444,811655,882182,677901,771882
C18H32O2,4279756,3435142,20920084,3805599,2733946,2669918,4149562,2817857,3616956,4042093,3577171,3850012,1680770,2643348
C11H15N5O4,920563,992788,824989,815462,996318,796685,820674,876320,615113,911358,561623,566199,749180,912547
C18H35NO,1494461,387111,326352,363754,452224,488589,355892,490458,386540,537882,360872,470001,595720,632855
C18H35NO - 1A,692904,700593,619148,848692,665657,729334,775658,615785,759156,735994,997892,1035229,663024,754538
C18H34O2,47553160,38672044,49021964,54907988,36520088,32045386,46962876,40628564,35525380,47084804,36062476,37140392,22198140,37230972
C10H13N5O5,792738,1507668,728682,1057936,1289310,1274094,1101156,1306192,983155,1161365,720309,834678,945260,1861683
C19H41N,0,0,0,0,0,0,451052,0,108680,117288,56423,58510,5014866,62590
C18H36O2,115498048,94728632,107812080,103809696,83458032,75314240,98582552,87778496,82764416,98118912,86032272,117708952,56723788,100736928
C15H10O6,268015,558540,515993,167985,197195,279070,180200,355503,96544,398935,116421,172945,288328,70422
C20H30O,1174223,846076,968875,1075280,615274,599600,673828,803409,527383,855755,624770,709387,511108,706501
C10H19N5O5,81317,113809,83130,121656,105410,107851,98242,103393,82010,104412,67587,77429,94878,88709
C7H15O10P,233489,255427,129544,226493,210360,190737,198937,218648,195966,257338,174513,180417,178909,270068
C10H18N4O6,614439,580232,243218,470178,222396,279128,348371,396444,235460,436232,127321,148858,294570,404040
C8H11N3O6,49956,33764,81366,56294,58926,61647,57319,69853,79491,81459,104292,107355,125433,101887
C11H17NO8,941159,756445,792982,874244,763074,749565,925236,791485,703097,933037,807545,962361,771581,785927
C11H17NO8 - 1A,95171,99312,102760,107486,105211,85821,89023,82059,84850,107833,57187,85554,97304,98712
C17H27NO3,111660,94917,83368,103827,125775,109994,93605,84299,112625,88552,90716,102168,91664,97651
C17H26O4,6827889,3393154,2590645,9241043,6246448,5349441,7047205,5268436,9304215,3224743,9743207,9028755,6515771,9698417
C17H26O4 - 1A,423616,442474,345717,513926,462249,455418,436366,381022,408153,388518,389673,424247,392674,431998
C18H33NO2,142542,146007,146284,134130,73833,126808,120716,78383,116609,123197,116808,96103,93794,119261
C11H15N5O3S,37742140,32312612,35243840,42814784,35082976,33577432,36833128,36509112,45869732,39418452,37820796,42024764,46830896,47146608
C11H15N5O3S - 1A,2256817,1917051,604103,1483985,1371277,1363385,1936212,1151378,1097835,1182950,719010,879628,1077803,1772175
C18H35NO2,466842,606576,439788,533092,225246,289066,444044,346457,518150,388273,307273,270341,397418,476675
C12H15N2O3PS,0,0,100897,217948,0,0,725305,407757,167361,0,469857,191871,201520,194941
C18H34O3,519349,408699,522748,460392,281956,209690,447727,206348,447051,231531,384121,522599,278521,466073
C18H37NO2,2259060,1609701,360748,2006000,1432406,874562,1427625,1254116,1683076,1697607,1872384,1420656,1926282,1789241
C18H37NO2 - 1A,740107,550414,415240,797943,548723,451215,698200,467336,598785,621800,1005005,1107727,520630,674880
C18H39NO2,1396341,891455,1151340,890038,1293996,792397,959422,1163877,1563929,924974,1603631,1417129,1507638,1396551
C10H17N5O17P4,698485,1077929,658768,890768,1379505,893129,891684,870185,824149,788592,587158,670861,732376,584279
C8H18N2O6S2,1965823,2113462,2192813,2291089,2214645,2559185,2192164,2322890,2275271,2217152,2388420,2866252,1977108,1991004
C16H26O3,374291,158196,327545,274310,103635,158539,267136,290743,156530,199299,156567,125580,0,0
C10H17N5O6,78825,77580,60852,88177,90328,86420,78124,79848,119931,98378,71120,63590,84725,118262
C11H21N5O5,412610,191888,134417,245185,114317,105318,197967,203724,202439,288314,164156,146584,86875,232915
C11H16N2O8,11916744,12215561,8972950,12661847,14471617,10352527,10889865,11487538,7468425,12606117,6149149,6436027,7690194,11279387
C20H32O2,182566560,147779280,177582256,178358720,131434032,120105584,143946912,148766656,128342240,170359632,114274096,121800528,90675568,145266272
C10H15N3O8,432280,408940,295057,416734,389206,374300,336803,415106,332260,449746,271259,304059,346329,336997
C15H15NO6,105735,90374,124755,116772,122191,124899,111024,115871,133324,118326,159515,147173,143426,121291
C10H17N3O6S - 2B,358922,357229,302629,329474,322157,325805,342027,347986,326224,368069,300696,299069,381697,333202
C11H19NO9,2193102,2114666,1729539,1902835,1825470,1901323,1844905,2097970,1463223,2294024,1344344,1302775,1569087,1990313
C19H18O4,71565,79446,70960,72277,70351,45268,71692,82215,60371,91515,33072,36252,52774,86282
C17H26O5,2019558,996253,953587,1406397,1350735,1680097,1568442,1293394,1546846,682842,1566206,1554258,1134652,1727855
C20H38O2,1867964,1147659,1956341,1819270,1714895,1171721,1475115,1364073,1635402,1556765,1044665,1680689,987910,1719910
C12H17N5O5,182812,129568,115672,164741,130951,104105,144444,151473,116330,175718,94060,105995,99042,172000
C9H16N2O5Se,80422,110532,47656,75772,86214,87664,76537,91891,69230,95725,67208,63723,76582,95000
C14H20N4O3,3008226,3451425,2746199,2632632,4010163,2319756,2695054,2605669,3133858,2244868,1847509,1945839,1430813,2694150
C18H34O4,1934482,1867358,2419340,2405724,2337080,1990036,1993027,2339585,2300890,2156758,2575620,3097270,2257839,2083880
C17H33NO4,183311,538288,284460,444296,474166,375538,336698,372367,359850,321420,0,177018,322877,336322
C14H27N3O5,106661,114562,80931,90025,94641,83460,83446,98341,53043,88638,34453,41461,75729,74292
C13H25N3O6,375992,227629,192455,180723,188973,173715,197755,278729,0,0,0,0,0,0
C8H17O11P,166298,179843,141799,189661,172437,165757,191835,140675,153233,207596,110955,120777,141414,210437
C11H15NO10,1075049,1152336,783640,907024,1018839,862758,1021823,1099772,862882,905783,643280,538501,605551,832880
C9H14N3O8P,579796,680689,375846,592075,500482,550307,460420,396315,401568,736300,337990,308801,578674,498636
C9H10INO3,486329,401919,514713,506636,368426,488099,502408,493022,395733,387561,563014,438654,530051,409000
C9H13N2O9P,3260237,4011459,2649924,3620889,3394459,3207470,3878928,2984259,2648526,3581282,2037097,2081333,2844755,3079317
C22H32O2,18191406,12399099,16337218,21572432,14292731,11837503,18178374,15689209,13259586,19955694,14295369,14638392,8739501,16487968
C10H12N5O6P,725949,1195122,699031,678941,813002,924502,649698,717189,600557,798380,409604,569486,1778438,957286
C20H43NO2,234233,264033,231295,271911,445638,213750,410022,169926,210955,216425,265676,278154,272198,234819
C10H14N5O6P,176190,152742,131961,132065,119087,106677,107837,153034,97106,111434,78233,69165,71439,128895
C21H27N7O14P2,4336851,13461049,5662063,10178744,15011554,13540511,12558952,9258244,5828561,8026522,5500436,5394441,12447128,12869680
C22H36O2,3568175,2508319,4499218,2982110,2780519,2273663,2976503,3179024,2812263,2843478,2519057,2588371,1954248,3088915
C9H19O11P,652703,616312,542891,592665,734354,530345,607584,661225,533403,695400,462596,484222,477146,582918
C12H21N3O8,259151,289695,221245,274070,262477,234052,248653,246249,208708,262769,176461,197114,229806,265432
C8H8HgO2,299876,248032,294233,224427,217364,161547,263475,354452,252091,225983,183949,193932,130080,235709
C19H37NO4,2208487,2817600,1589494,2196539,2634194,1822694,1330990,1788369,984992,1130892,608549,1045824,988454,1164996
C19H37NO4 - 1A,413629,512155,271062,597089,837171,328761,354522,271791,255444,287640,192069,335734,227510,333396
C12H17N4O4PS,472176,238678,158961,258439,167890,138283,198315,205220,155695,364470,159868,145805,120342,227285
C20H12N4,6054156,5537701,4500207,4824362,4530152,4118165,4688772,5364431,3571655,5668695,3008687,2569310,4208825,5164583
C19H22O6,136651,134909,119623,128829,141776,120062,161600,166312,97013,126732,99251,87804,84281,116994
C8H16NO9P,871179,1827757,1145970,1676981,2176186,1898655,2353985,1236407,1170984,2684038,1011551,970626,1318933,1653951
C10H14N5O7P,138162960,196034784,116592896,177619456,163574160,152443568,161143616,149718720,124769232,163224832,102380240,101882416,141013632,149839600
C10H13N4O8P,6128239,8863754,3833014,4590635,4503255,4669027,3972049,4171017,4037387,6984200,3217337,3715254,3322315,4279511
C13H23N3O8,1360911,1091953,1077302,1281143,1300072,970545,1099941,1271244,606359,943658,538192,439803,930784,1075861
C13H21NO10,83584,104487,66479,65202,65928,60730,78736,69538,55189,61457,46295,47025,42643,55569
C8H15O11P,1231180,913959,1446322,1006341,384298,451550,582593,710518,220024,943202,323024,332904,313062,555701
C17H32N4O4,103315,97264,64948,90442,84627,63848,72027,91016,93247,124459,50338,60258,64477,98581
C11H23N2O7PS,158405,90970,71125,106653,105921,68224,110496,138553,71190,86766,45684,58597,35120,76269
C23H36O3,921323,907596,638559,661522,577058,599417,667873,665863,714885,798237,608795,905642,716257,847585
C10H14N5O8P,7503941,6515458,3461771,6231242,5239589,5153256,5702130,5275667,5172267,6587706,4272751,3529691,4910723,5841783
C12H22O11,221890,220393,228778,224842,198417,654981,179617,228931,359686,349236,325742,480819,310625,337807
C20H32O6,176720,118652,156825,464446,331190,274290,313782,290580,340202,200040,503967,445181,326690,637277
C27H44,424982,451023,709326,497559,524712,370826,453315,508920,487529,560552,539944,460324,440668,516542
C21H39NO4,2289194,2640981,1739665,2699161,2925792,2240238,1523998,2227947,876712,980983,621372,812753,922756,960438
C21H41NO4,4267685,4641449,3220503,4924187,5662624,3656700,3408092,4416342,2475436,1866400,1462167,2456545,2105748,2586273
C21H41NO4 - 1A,0,76717,0,60735,210124,0,53004,0,0,0,110090,165466,0,49924
C21H28N7O17P3,455553,622638,281397,478102,573713,464779,562137,502406,414783,518054,312515,263984,367835,534299
C17H20N4O6,226756,149045,201856,197277,156968,140262,205006,205012,153748,211932,91597,129248,97605,176385
C22H19NO5,101288,131208,97721,108873,77182,101403,75302,103760,98095,81969,79355,71693,110182,80060
C12H24O11,387205,211949,208576,192729,177620,115178,183673,346476,137245,171319,80096,84446,75043,169701
C13H23N5O6,112048,132069,61525,118632,130020,85521,104167,92997,126381,171865,89766,80212,111885,182510
C18H40NO5P,89839,243547,0,207438,388753,284503,118423,91364,234215,169020,146168,179292,286157,341201
C14H25NO11,304525,294434,198765,334322,252288,281172,257298,264885,199868,313821,150233,143918,211447,301706
C14H20N6O5S,1777926,1518409,1438806,1421986,1564396,1125308,1550197,1869321,1412377,2018146,1226304,1254332,921149,1608586
C24H48O3,489973,595386,654036,927390,861977,541455,667117,501512,639807,804111,543027,842199,1089086,837615
C17H26N4O5,1676435,1958435,1469260,1893847,2406903,1692671,1875881,1478607,1380163,2499918,914635,863263,1108885,2271520
C24H38O4,9493495,8925459,2724372,4398819,2860458,1108965,3720728,1999897,2653109,1742614,5262211,4007276,3205785,1398519
C23H41NO4,1956604,1379682,2977298,2511983,850539,798275,1110316,1717436,1752842,1769329,1222287,2018137,726729,905401
C23H43NO4,2696754,2914463,2637805,4296561,3754533,2601230,2380051,2698064,1729071,1709896,964478,2035048,1889676,2030035
C16H22N4O7,333459,177507,174897,168248,130969,107775,161047,274206,178578,228061,113490,110197,61910,256221
C23H45NO4,4317858,5402338,4444271,6820162,5671495,4791371,4114325,4793476,3115429,3184537,2552304,3955571,3354713,2857312
C15H23N5O6S,303943,356425,296720,332756,323561,304516,285701,304095,312061,356756,209172,226355,275146,341371
C9H14N2O12P2,537279,589311,380442,502988,504291,460449,436996,443478,358359,499729,273801,287385,383721,454982
C18H23N3O8,731098,550841,545962,552558,507332,438170,480853,648984,399183,442226,237541,253610,282967,468041
C19H39O7P,384429,327553,303843,338425,370102,306857,358363,453718,309502,349486,255430,351628,405475,318191
C19H39O7P - 1A,12862,32905,17142,36787,34709,13110,43001,22206,25944,35779,75113,98610,35019,51956
C22H40N2O4,866251,1071942,915706,1175143,1750467,1248376,954218,866757,752315,1220683,849287,1054121,1363684,1648944
C20H38O7S,1479327,2378001,133207,1697928,237995,1403543,922805,408551,245555,34286,164175,502451,26983,869082
C13H23N5O7S2,28199,48783,75987,46689,60229,26581,35882,0,42421,42313,66642,77235,72972,87158
C25H47NO4,3396488,4588392,3647484,4733872,4936037,3949204,3684554,3871266,2988469,3390896,2947420,3888722,4025563,3278342
C13H22N4O8S2,449465,333040,258720,236222,211397,168773,229986,288619,243612,258097,163635,202893,105281,285315
C22H22N2O7,165888,206944,192524,193862,175642,218881,147679,169980,193050,192142,151903,143318,198357,229453
C10H15N5O10P2,4401107,6529231,6111181,5949402,6075317,7839269,4997119,4163038,6289071,5587514,3749866,3488393,7267365,6351914
C25H49NO4,1450388,2804125,1150117,1418677,1644864,1754511,1446543,1589860,1811065,1270815,2033837,1629722,1795743,1472359
C11H20N4O10P2,297001,223256,175284,228983,245426,199751,211523,219751,197536,252877,151114,142385,151467,183001
C29H50O2,839436,802448,462314,773085,760098,776879,579261,738795,545750,984395,491191,665584,664849,844787
C24H30O6,0,618480,4633732,3462306,2645318,2341477,959548,8047678,1465964,1073088,7902414,5870235,1305664,1021482
C16H28N6O8,223466,278972,251647,274440,297141,286165,229729,242558,330169,264231,259176,263783,289818,297036
C15H24N4O9S,294507,170907,176512,150111,141418,167069,106311,164382,164810,265038,119000,105816,65296,280925
C21H41O7P,283270,202399,259696,344558,263430,239650,287739,294437,294000,323042,216120,240356,248856,430021
C16H31N5O7S,102526,131244,115171,129714,105218,98301,126451,123837,153230,106725,118677,131083,135249,147044
C17H19N4O8P,113244,132906,68795,96185,106191,88605,110719,86563,87879,98437,63756,59275,82656,83021
C21H46NO6P,136314,149326,110618,182282,184739,126603,136776,126375,120020,116475,88396,120828,132139,146583
C10H15N5O11P2,116992,183670,195044,176650,175615,194081,162608,110447,177638,153521,162786,79411,128074,204985
C14H21N3O9S,139977,124363,103474,120909,103238,149733,137309,83544,93620,130811,97194,95039,73335,116110
C10H14N4O12P2,227686,319580,158780,232205,321010,230483,284302,187325,177657,278388,89125,121576,215223,191270
C11H20N4O11P2,1403858,1300962,863906,1207423,1098952,1030073,1149685,1264783,953122,1177783,755337,713766,906131,1150296
C27H45NO4,1061463,1794412,993511,1120719,1568343,1021372,916481,1018220,1270413,1391390,2038574,1827727,1403247,2099701
C16H24N4O9S,241887,260076,341158,257640,295349,310957,296642,262097,260115,227624,265128,242337,296664,297772
C17H33N5O7S,1087233,1013560,980316,1075496,1134576,903946,1029713,984349,1221031,1039581,1053598,1016341,1217791,1247140
C21H44NO7P,950015,871486,954736,968749,1103813,1046796,878940,999680,854075,783209,918076,1062247,1562990,1010864
C21H44NO7P - 1A,1428987,1613036,994231,1979048,1686657,1144178,1371202,986608,1526337,1577492,1493636,1791089,1848426,1647877
C17H21N4O9P,120324,124601,73420,97990,93693,113577,101001,83982,95667,97938,60778,72698,89164,116423
C15H29N3O4S3,264334,191631,473554,151880,165123,212568,233513,297262,188140,292981,223187,180635,139111,277710
C24H34N4O5,0,0,0,77565,334789,115234,122442,0,0,255423,118748,140712,278248,350048
C24H47NO7,443941,677203,625018,1145643,838062,769618,663761,686475,836567,670182,585374,908526,651985,1162733
C26H43NO6,0,2186780,0,3366963,722151,0,0,0,0,0,0,0,0,0
C23H46NO7P,89375,230877,106903,256427,250108,200360,165243,126117,115508,171673,268192,302347,146232,207937
C19H25N5O5S2,61363,57931,77379,66040,61716,239570,67112,73023,106644,81495,85354,112549,76122,102229
C15H27N5O6S3,452543,761799,654406,232288,338201,415951,197443,257034,101883,330580,169156,154810,278136,86294
C45H80O16P2,626556,1551130,858651,921926,983178,975515,979326,524348,717567,968910,944711,838033,833300,1128894
C19H33N7O7,214868,236412,158384,229483,143736,100983,177953,247391,227335,234703,137624,172739,140270,157579
C17H30N6O8S,2773932,2270844,2749747,2413449,1822457,2162592,2270990,2473202,2096448,2427399,2882733,2013994,2055382,2380441
C23H46NO7P - 1A,1320520,1179121,1336181,2310468,1620164,1491794,1812747,1602065,1591074,1759308,1458996,1721186,2214263,1746576
C23H46NO7P - 2B,459661,656877,383308,768666,856085,399473,581521,489467,532619,592293,793654,1006387,770478,826372
C23H48NO7P,1507810,1481482,1620700,2074122,1448666,1644400,1592639,1602763,2007028,1164102,1892752,1577233,2296588,1799463
C23H48NO7P - 1A,726529,1375853,582539,1396734,1257298,730937,1076787,491612,898153,1371674,1763719,2216612,1232361,1517719
C24H52NO6P,110376,459918,854082,394067,464165,115429,282206,159086,220298,228719,205260,548794,218250,316248
C24H52NO6P - 1A,756335,981133,4401985,969047,1164598,729425,728763,700977,738302,544635,513064,853435,989931,773871
C16H26N6O5S2,385306,531945,268965,386253,431356,317099,322309,401739,253289,456987,224458,257545,277181,369769
C21H30N4O9,109165,113801,78373,110606,94911,105512,120814,115077,104410,115438,62102,59860,64086,103769
C21H42NO9P,3259166,6400727,3345975,3658042,4727312,5110713,4404957,2439633,2993316,3954685,2626745,2280479,3051482,4765213
C22H45O9P,509483,430492,283770,474918,398604,412456,195150,415342,388254,418124,210991,228583,517743,433891
C14H26N4O11P2,9263171,8358629,6541754,8310098,7636119,7613973,7983007,8187925,6446893,8605187,5687798,6191878,6699249,8154614
C19H32N6O7S,29819056,27848842,28737904,27707630,21985238,25530650,24919448,26297916,22093908,27749622,22591552,21588994,15723426,24462854
C23H30N4O8,1973255,1816525,1534412,1811663,1571175,1747610,1875231,1976908,1521965,1941961,1585084,1498634,1154093,1620129
C24H48NO7P,1181771,873106,1306614,1252447,1378086,1031384,1049744,1093269,1188583,980317,887933,932740,1729374,1161429
C24H48NO7P - 1A,0,0,0,62789,88320,0,55057,0,0,60284,160205,199240,99196,150855
C24H50NO7P,33103816,31084028,39433512,36281868,32367806,28006090,31851020,37846804,40059964,31157992,32258012,38063688,57531252,33728696
C24H50NO7P - 1A,1527875,3854319,1730498,3043104,3694376,1272795,3677306,1724931,2961196,3076145,7894439,10822811,3707372,4779041
C17H29N5O9S,797805,547745,527230,389834,661826,407766,540006,662270,758020,464980,569138,546243,465177,558123
C25H44NO7P,2555249,1784198,2061991,3619314,2223805,2269172,2585894,2766204,2725785,2102779,2556575,2800279,3058744,2763097
C25H44NO7P - 1A,281155,313248,214567,360852,417829,189895,383360,234830,289740,307128,574046,719782,383446,406189
C37H66N7O17P3S,689803,997176,348351,992541,1204216,1118384,723033,593291,803601,746902,343165,520048,761300,1008014
C18H30N6O9S,315833,179042,158723,147783,196008,139781,129652,316087,228714,274254,124609,174980,49678,261135
C10H16N5O13P3,120483,163431,366782,134260,165566,242571,129240,117021,110339,173138,111466,50543,170166,197212
C24H47O9P,976816,984079,817279,1292082,1088012,1116920,931411,804421,1003974,1425560,715316,937029,938488,1276941
C39H68N7O17P3S,628636,900426,345183,766116,898580,1053388,613718,475708,835079,741540,378960,442393,660074,855993
C26H50NO7P,1508235,1667774,3419600,1741632,1455660,999217,1833839,1370626,1875303,1401167,1518894,1583792,1864580,1391472
C26H52NO7P,18639646,17432628,24036130,27983080,20332650,20582942,23967428,21936016,25964760,22857232,19098754,23134432,28100418,23454820
C26H52NO7P - 1A,68695,200247,146576,280757,221510,72046,314036,118424,255695,220609,714023,811300,373096,449895
C26H54NO7P,3163752,3188873,2270987,1527185,2813258,2420400,2159173,2906406,2251999,2207627,1348961,1475695,2211912,2326623
C26H54NO7P - 1A,74033,150971,82661,162752,158761,55107,188131,68256,156098,159453,434365,540420,182408,295750
C27H44NO7P,3627752,3042988,3548066,4903316,3192086,3140292,4160807,4138301,3605950,3841757,4546282,3388651,6180674,4125336
C24H48NO9P,817002,886449,748984,1532942,970951,797466,1005868,843113,889411,1290987,646632,774608,1152805,1120641
C27H48NO7P,0,0,0,0,0,0,0,0,0,0,22547,23229,11444,0
C27H48NO7P - 1A,384337,294158,241272,386872,248431,254272,351845,305609,344032,274158,277922,363706,388333,346064
C23H32N6O5S2,1368664,2414365,1223596,2856156,1953900,1233742,1953773,1993897,1046692,1175368,206725,1522175,1637742,2106006
C14H25N3O15P2,96304,104872,73083,81565,100121,80344,79352,74769,53646,68856,43968,45959,62483,70227
C15H21N5O13P2,668249,2156997,966222,1641273,2220446,2138942,2045410,1515490,875826,1157773,902132,942428,1884291,2082505
C28H50NO7P,7862674,5709991,9003834,10489702,6856912,7139614,8712404,8903121,8223490,6662522,7961173,6927309,9290273,7996852
C29H34N6O5,260651,234230,112174,158765,198404,212865,163850,156557,144121,267290,104081,100592,112386,207354
C36H66O2,566149,538367,409607,432148,513565,548922,473427,423765,458852,434607,333464,356607,382811,330181
C36H66O2 - 1A,730839,665746,393385,504166,570885,580514,586619,440405,548826,496090,408653,374134,453852,465278
C28H56NO7P,342507,811691,593189,875307,750581,594557,668569,699098,779571,815582,725800,826866,1063076,1120823
C35H66O4,1511418,1380783,1555221,1389976,1705987,1506078,1554694,1578277,1261634,1352529,1088845,1079369,1367415,1056756
C23H31N5O7S,0,33067,25781,25642,27451,80385,11787,23519,43317,33534,21965,44017,29131,36213
C15H23N5O14P2,11439794,5603043,5704317,7222876,4353589,3544371,5510342,6205985,7833873,8706460,7230457,7241075,2657787,5724561
C30H34N4O7,207670,173431,103813,220115,146009,118627,175718,105739,111339,164859,88539,73037,94072,161100
C36H69NO3,1942595,1763848,1642794,1558756,1533226,1233824,1049091,1389020,1446985,1574584,1443996,1366067,1294680,1205875
C36H71NO3,6530314,5000291,4112123,2048667,3839502,4572330,2360342,3881355,2723669,3198275,2833945,2066028,3416934,2880713
C15H24N2O17P2,1936611,2229334,1308508,2030286,1724775,1583182,1514358,1740942,1252105,1882273,953305,1045984,1325134,1826224
C20H35NO16,3365754,3829050,3560066,3488438,3508761,3121600,3092918,4436649,41940,51040,31083,138137,131394,116744
C30H50NO7P,4341358,3788093,3945592,6480831,4473274,3832006,5752747,4956624,4137440,4267249,4203782,3840824,5560606,4640368
C16H25N5O14P2,800655,755368,1894332,770113,504490,342653,444790,726855,90763,629709,163123,243443,301966,371798
C16H25N5O15P2,120642,121169,76264,105496,105514,97394,99527,104041,85696,103834,73069,70220,83138,104806
